province,province_id,community,community_id,settlement,table,main_num1,sub_num2,sub_num3,sub_num4,full_code,name,significance,date,location,notes,revoked_act,legal_act,type,subtype,comment,lon,lat
Տավուշ,,,,Իջեվան քաղաք,10.1,6,,,,10.1/6,ԱՐՁԱՆ «ՎԱՀԱԳՆ ՎԻՇԱՊԱՔԱՂ»,Տ,1986 թ.,Անկախության փողոցի սկզբնամասում,"քանդ.` Ա. Դավթյան, միջազգային սիմպոզիումի գործերից է",,"30.12.2004, N 1929-Ն",Հուշարձաններ,Կիսանդրի / Արձան,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,7,,,,10.1/7,ԲԱՑՕԹՅԱ ՑՈՒՑԱԴՐՈՒԹՅՈՒՆ` ԺԱՄԱՆԱԿԱԿԻՑ ՔԱՆԴԱԿԻ,Հ,1985-1991 թթ.,մանկական զբոսայգում,"Քանդակները կերտվել և տեղադրվել են միջազգային սիմպոզիումների ընթացքում, կազմակերպիչ` Սարո Սարուխանյան",,"30.12.2004, N 1929-Ն",Հնագիտական,Բացօթյա կայան,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,7.1,,,10.1/7.1,Խաչքար,Հ,1995 թ.,,"քանդ.` Ա. Դավթյան (Իջևան), միջազգային սիմպոզիումի գործերից չէ",,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,7.2,,,10.1/7.2,Քանդակ «Թող լինի խաղաղություն»,Հ,1987 թ.,,քանդ.` Մ. Հակոբյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,7.3,,,10.1/7.3,Քանդակ «Մոտիվ»,Տ,1987 թ.,,քանդ.` Ս. Նուրսապա (Ալմա-Աթա),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,7.4,,,10.1/7.4,Քանդակ «Պատանի փարավոն»,Հ,1987 թ.,,քանդ.` Կ.-Բ. Սոլվեյգ (ԳԴՀ),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,7.5,,,10.1/7.5,Քանդակ «Ռնգեղջյուր»,Հ,1988 թ.,,քանդ.` Վ. Ֆրիչ (Լեհաստան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,8,,,,10.1/8,ԲԱՑՕԹՅԱ ՑՈՒՑԱԴՐՈՒԹՅՈՒՆ` ԺԱՄԱՆԱԿԱԿԻՑ ՔԱՆԴԱԿԻ («ՔԱՆԴԱԿՆԵՐԻ ԶԲՈՍԱՅԳԻ»),Տ,1985-1991 թթ.,քաղաքային զբոսայգում,Քանդակները կերտվել և տեղադրվել են միջազգային սիմպոզիումների ընթացքում: Դրանցից երկուսը մնացել են Ադրբեջանի տարածքում` Այգեհովտից ոչ հեռու` «Հայոց օջախ» շենքի մոտ: Չորս քանդակի ճակատագիրն անհայտ է,,"30.12.2004, N 1929-Ն",Հնագիտական,Բացօթյա կայան,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.1,,,10.1/8.1,Քանդակ «Ակոս»,Հ,1990 թ.,,քանդ.` Հ. Գալստյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.2,,,10.1/8.2,Քանդակ «Այծամարդ»,Հ,1986 թ.,,քանդ.` Բ. Պետրոսյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.3,,,10.1/8.3,Քանդակ «Անի»,Հ,1987 թ.,,քանդ.` Յա. Կուբիշ (Հունգարիա),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.4,,,10.1/8.4,Քանդակ «Անուշ»,Հ,1987 թ.,,քանդ.` Յու. Սամվելյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.5,,,10.1/8.5,Քանդակ «Առյուծ կենաց ծառով»,Տ,1990 թ.,,"կոտրված, քանդ.` Գ. Բաղդասարյան",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.6,,,10.1/8.6,Քանդակ «Աստղաբաշխ»,Տ,1989 թ.,,քանդ.` Ա. Որբսոն (Լիպեցկ),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.7,,,10.1/8.7,Քանդակ «Բարեկամություն»,Հ,1986 թ.,,քանդ.` Մ. Շլակտավիչուս (Վիլնյուս),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.8,,,10.1/8.8,Քանդակ «Բողոք»,Հ,1991 թ.,,քանդ.` Գր. Բաղումյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.9,,,10.1/8.9,Քանդակ «Բողոքի երգ»,Հ,1987 թ.,,քանդ.` Գ. Բուլարկին (Գրոդնո),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.1,,,10.1/8.1,Քանդակ «Գյումրեցի ընկերների հիշատակին»,Հ,1989 թ.,,քանդ.` Ռ. Սաֆարով (Մոսկվա),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.11,,,10.1/8.11,Քանդակ «Գուգարք»,Հ,1986 թ.,,քանդ.` Ա. Գևորգյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.12,,,10.1/8.12,Քանդակ «Եվա»,Հ,1989 թ.,,քանդ.` Ա. Բալաշով (Մոսկվա),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.13,,,10.1/8.13,Քանդակ «Եվրոպայի առևանգումը»,Հ,1986 թ.,,"վնասված, քանդ.` Հ. Մխիթարյան (Երևան)",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.14,,,10.1/8.14,Քանդակ «Զարթոնք»,Հ,1987 թ.,,քանդ.` Ի. Նովիկով (Մոսկվա),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.15,,,10.1/8.15,Քանդակ «Ընդդիմություն»,Հ,1990 թ.,,քանդ.` Ռ. Սարգսյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.16,,,10.1/8.16,Քանդակ «Ընտանիք»,Հ,1989 թ.,,քանդ.` Ի Բրաուն (Իսրայել),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.17,,,10.1/8.17,Քանդակ «Թոռ և պապ»,Հ,1987 թ.,,"երկատված է, քանդ.` Բ. Պետրոսյան",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.18,,,10.1/8.18,Քանդակ «Թռիչք»,Հ,1989 թ.,,քանդ.` Ս. Պողոսյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.19,,,10.1/8.19,Քանդակ «Թռչող խաչ»,Հ,1991 թ.,,քանդ.` Ա. Պողոսյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.2,,,10.1/8.2,Քանդակ «Իկարոս»,Հ,1989 թ.,,քանդ.` Վ. Ջակիա (Վրաստան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.21,,,10.1/8.21,Քանդակ «Իջևան-Վալանս քույր քաղաքներ»,Հ,1989 թ.,,քանդ.` Ն. Կարգանյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.22,,,10.1/8.22,Քանդակ «Իջևանյան հուշապատկերներ»,Հ,1986 թ.,,քանդ.` Գ. Ղազարյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.23,,,10.1/8.23,Քանդակ «Լեդա»,Հ,1989 թ.,,քանդ.` Ա. Բոլոնսկի (Լենինգրադ),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.24,,,10.1/8.24,Քանդակ «Լոգոսի ծնունդը»,Հ,1989 թ.,,քանդ.` Կ. Գյանջյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.25,,,10.1/8.25,Քանդակ «Խնջույք»,Հ,1987 թ.,,քանդ.` Ա. Սամվելյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.26,,,10.1/8.26,Քանդակ «Խոկանք»,Տ,1991 թ.,,,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.27,,,10.1/8.27,Քանդակ «Խորան»,Տ,1990 թ.,,քանդ.` Ա. Գևորգյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.28,,,10.1/8.28,Քանդակ «Խորհուրդ խորին»,Հ,,,"երկու քանդակներից մեկը կոտրված է, քանդ.` Բ. Պետրոսյան",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.29,,,10.1/8.29,Քանդակ «Ծեր հեծյալը»,Հ,1987 թ.,,քանդ.` Ն. Կառլիխանով (Տաշքենդ),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.3,,,10.1/8.3,Քանդակ «Ծովինար»,Հ,1987 թ.,,քանդ.` Ս. Ղազարյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.31,,,10.1/8.31,Քանդակ «Կարմիր պատ»,Տ,1990 թ.,,քանդ.` Ա. Վասիլևիչ (Բ. Վլասիչ) (Հարավսլավիա),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.32,,,10.1/8.32,Քանդակ «Հազարան բլբուլ»,Հ,1986 թ.,,քանդ.` Գ. Բաղդասարյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.33,,,10.1/8.33,Քանդակ «Հայ շինարար»,Տ,1988 թ.,,քանդ.` Վ. Տարականով,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.34,,,10.1/8.34,Քանդակ «Հայաստան»,Հ,1989 թ.,,քանդ.` Ա. Ապոլոնով,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.35,,,10.1/8.35,Քանդակ «Հայաստան»,Տ,1991 թ.,,քանդ.` Ա. Պողոսյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.36,,,10.1/8.36,Քանդակ «Հայոց հրեշտակ»,Տ,1987 թ.,,քանդ.` Ս. Պետրոսյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.37,,,10.1/8.37,Քանդակ «Հեքիաթ»,Հ,1985 թ.,,քանդ.` Գ. Ղարիբյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.38,,,10.1/8.38,Քանդակ «Հիացմունք»,Հ,1987 թ.,,"վնասված է, քանդ.` Բ. Պետրոսյան",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.39,,,10.1/8.39,Քանդակ «Հիշողություն»,Հ,1988 թ.,,քանդ.` Պ. Լևանդովսկի (ԳԴՀ),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.4,,,10.1/8.4,Քանդակ «Հորովել»,Հ,1986 թ.,,քանդ.` Ջ. Գոգոբերաշվիլի (Թբիլիսի),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.41,,,10.1/8.41,Քանդակ «Հրեշտակ»,Հ,1988 թ.,,քանդ.` Բ. Պետրոսյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.42,,,10.1/8.42,Քանդակ «Հուզում»,Հ,1989 թ.,,քանդ.` Բ. Պետրոսյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.43,,,10.1/8.43,Քանդակ «Ճեղքում»,Հ,1989 թ.,,քանդ.` Վ. Տարականով,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.44,,,10.1/8.44,Քանդակ «Մայրություն»,Հ,1985 թ.,,քանդ.` Յա. Կառլովս (Ռիգա),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.45,,,10.1/8.45,Քանդակ «Մայրություն»,Հ,1986 թ.,,քանդ.` Ա. Հովակիմյան (Իջևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.46,,,10.1/8.46,Քանդակ «Մայրություն»,Հ,1986 թ.,,քանդ.` Ջ. Ջումադորդի (Աշխաբադ),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.47,,,10.1/8.47,Քանդակ «Մայրություն»,Տ,1988 թ.,,քանդ.` Ն. Մանջապարաշվիլի (Թբիլիսի),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.48,,,10.1/8.48,Քանդակ «Մանկություն»,Տ,1986 թ.,,քանդ.` Ա. Դավթյան (Իջևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.49,,,10.1/8.49,Քանդակ «Մարգարե»,Տ,1990 թ.,,քանդ.` Մ. Ռապոպորտ (Ալմա-Աթա),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.5,,,10.1/8.5,Քանդակ «Մաքառում»,Հ,1990 թ.,,քանդ.` Յու. Մակուշին (Ուկրաինա),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.51,,,10.1/8.51,Քանդակ «Մեռնող ձի»,Տ,1989 թ.,,քանդ.` Դ. Տուգարինով,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.52,,,10.1/8.52,Քանդակ «Մեռնող մինոտավրոս»,Տ,1989 թ.,,քանդ.` Գ. Ջավրուշյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.53,,,10.1/8.53,Քանդակ «Մոմիկ»,Հ,1987 թ.,,քանդ.` Յու. Սամվելյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.54,,,10.1/8.54,Քանդակ «Նկարիչ»,Տ,1987 թ.,,քանդ.` Բ. Սխոլուխիա (Թբիլիսի),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.55,,,10.1/8.55,Քանդակ «Նվագող աղջիկը»,Հ,1985 թ.,,"քանդ.` Մ. Նազարյան, ՊԱԿ-ի Իջևանյան բաժանմունքի շենքի մոտ",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.56,,,10.1/8.56,Քանդակ «Շղթայված հրեշտակ»,Հ,1990 թ.,,քանդ.` Ա. Հակոբյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.57,,,10.1/8.57,Քանդակ «Պատմություն»,Հ,1985 թ.,"այգու մոտ, «Իջևան» հյուրանոցում",,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.58,,,10.1/8.58,Քանդակ «Պիգմալիոն»,Տ,1988 թ.,,քանդ.` Դ. Սիրոտա (Լեհաստան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.59,,,10.1/8.59,Քանդակ «Պրոմեթևս»,Հ,1986 թ.,,քանդ.` Գ. Դավթյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.6,,,10.1/8.6,Քանդակ «Սգացող Տիրամայր»,Տ,1985 թ.,,քանդ.` Ա. Քոփելյան (ԱՄՆ),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.61,,,10.1/8.61,Քանդակ «Սկյութների հիշատակին»,Հ,1990 թ.,,քանդ.` Վ. Ֆեդերուկ (Ուկրաինա),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.62,,,10.1/8.62,Քանդակ «Սֆինքս»,Հ,1988 թ.,քաղաքապետարան տանող կամրջակի աջ կողմում,քանդ.` Բ. Պետրոսյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.63,,,10.1/8.63,Քանդակ «Սֆինքս»,Հ,1988 թ.,քաղաքապետարան տանող կամրջակի ձախ կողմում,քանդ.` Բ. Պետրոսյան,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.64,,,10.1/8.64,Քանդակ «Վանիկ Շարամբեյանի հիշատակին»,Տ,1989 թ.,,"երկատված է, քանդ.` Հ. Գալստյան",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.65,,,10.1/8.65,Քանդակ «Վերածնունդ»,Հ,1990 թ.,,քանդ.` Գ. Ջավրուշյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.66,,,10.1/8.66,Քանդակ «Տիեզերք»,Հ,1989 թ.,,քանդ.` Ա. Դավթյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.67,,,10.1/8.67,Քանդակ «Տիրամոր յոթ վերքերը»,Հ,1990 թ.,,քանդ.` Վ. Աճեմյան (ԱՄՆ),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.68,,,10.1/8.68,Քանդակ «Տրդատ ճարտարապետ»,Հ,1991 թ.,,քանդ.` Գ. Թորոսյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.69,,,10.1/8.69,Քանդակ «Ցանկության քար»,Տ,1989 թ.,,քանդ.` Ս. Պողոսյան միջազգային սիմպոզիումի գործերից,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.7,,,10.1/8.7,Քանդակ «Փյունիկ»,Տ,1986 թ.,,քանդ.` Ի. Կոզլով (Մոսկվա),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.71,,,10.1/8.71,Քանդակ «Քամի»,Հ,1988 թ.,,քանդ.` Ռ.Մայեր-Պետցոլդ (ԳԴՀ),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.72,,,10.1/8.72,Քանդակ «Ֆիդայի»,Հ,1989 թ.,,քանդ.` Լ. Վարդանյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,8.73,,,10.1/8.73,Քանդակ «Ֆլորա»,Հ,1986 թ.,,քանդ.` Ց. Ամիրյան (Երևան),,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,9,,,,10.1/9,ԲԱՂՆԻՔ,Հ,10 դ.,"քաղաքից 11 կմ հվ-ամ, «Համամի ճալա» վայրում",,,"30.12.2004, N 1929-Ն",Ինժեներական / Տնտեսական,Աղբյուր,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,10,,,,10.1/10,ԲՆԱԿԵԼԻ ՏՈՒՆ,Տ,19 դ. վերջ,Իջևանյան փող. 5,,,"30.12.2004, N 1929-Ն",Բնակելի / Շինություններ,Բնակելի տուն,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,11,,,,10.1/11,ԳՅՈՒՂԱՏԵՂԻ,Տ,10-13 դդ.,"քաղաքից 0.5 կմ ամ, Աղստևի աջափնյա սարալանջին, ռեստորանի մոտ",,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,12,,,,10.1/12,ԳՅՈՒՂԱՏԵՂԻ,Հ,10-13 դդ.,"քաղաքից 13-14 կմ հվ-ամ, «Աղջկա բերդ» ամրոց տանող ճանապարհին, ամրոցից 2 կմ հվ, երկու ձորերի միջնամասի հարթ տեղանքում",ավերված է,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,13,,,,10.1/13,ԳՅՈՒՂԱՏԵՂԻ,Հ,14-17 դդ.,"քաղաքից 3 կմ հվ-ամ, «Խաչի թալա» տանող ճանապարհին, «Սպիտակ ջուր» («Աղսու») ձորի ձախ ափին",ավերված է,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,14,,,,10.1/14,ԳՅՈՒՂԱՏԵՂԻ «ԳՅՈԴԱԿՆԵՐ»,Հ,12-13 դդ.,քաղաքից 5-6 կմ հս-ամ,կիսավեր է,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,14.1,,,10.1/14.1,Գերեզմանոց,Հ,12-13 դդ.,,ավերված է,,"30.12.2004, N 1929-Ն",Թաղումներ,Գերեզմանոց,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,15,,,,10.1/15,ԳՅՈՒՂԱՏԵՂԻ «ԽԱՉԻ ԹԱԼԱ»,Հ,13-17 դդ.,"քաղաքից 6 կմ հվ-ամ, անտառի բացատում",ավերված է,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,15.1,,,10.1/15.1,Գերեզմանոց,Հ,13-17 դդ.,,"ավերված է, տեղի 3 խաչքարերը տեղափոխել են նորաշեն աղբյուրի մոտ և ագուցել են հուշապատին",,"30.12.2004, N 1929-Ն",Թաղումներ,Գերեզմանոց,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,16,,,,10.1/16,ԳՅՈՒՂԱՏԵՂԻ «ԽԱՉԻ ՅԱԼ»,Հ,12-14 դդ.,քաղաքից 6 կմ հս-աե,ավերված է,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,16.1,,,10.1/16.1,Եկեղեցի «Դանիելի խաչ»,Հ,12-14 դդ.,,"միանավ, կիսավեր է",,"30.12.2004, N 1929-Ն",Կրոնական,Եկեղեցի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,,16.1.1,,10.1/16.1.1,Գերեզմանոց,Հ,12-14 դդ.,եկեղեցու շուրջը,,,"30.12.2004, N 1929-Ն",Թաղումներ,Գերեզմանոց,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,17,,,,10.1/17,ԳՅՈՒՂԱՏԵՂԻ «ԽՈԶՄԱՐԱԳ»,Հ,12-14 դդ.,"քաղաքից 7 կմ աե, համանուն գետակի ափին, անտառի մեջ",,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,17.1,,,10.1/17.1,Գերեզմանոց,Հ,12-14 դդ.,,,,"30.12.2004, N 1929-Ն",Թաղումներ,Գերեզմանոց,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,,17.1.1,,10.1/17.1.1,Խաչքար,Հ,13-14 դդ.,,,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,17.2,,,10.1/17.2,Մատուռ,Հ,12-13 դդ.,,,,"30.12.2004, N 1929-Ն",Կրոնական,Մատուռ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,18,,,,10.1/18,ԳՅՈՒՂԱՏԵՂԻ «ՆԵՐՔԻՆ ԴԱՆԱՂՌԱՆ»,Հ,10-13 դդ.,"«Աղջկա բերդ» ամրոցի և դիտակետ-աշտարակի միջև, սարի լանջերին և ստորոտին",.,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,18.1,,,10.1/18.1,Գերեզմանոց,Հ,10-13 դդ.,գյուղատեղիի հվ մասում,ավերված է,,"30.12.2004, N 1929-Ն",Թաղումներ,Գերեզմանոց,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,19,,,,10.1/19,ԳՅՈՒՂԱՏԵՂԻ «ՉԱՐԴԱԽԼՈՒ»,Հ,10-14 դդ.,"քաղաքից 4 կմ հս-աե, նույնանուն հանդամասում",,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
