province,province_id,community,community_id,settlement,table,main_num1,sub_num2,sub_num3,sub_num4,full_code,name,significance,date,location,notes,revoked_act,legal_act,type,subtype,comment,lon,lat
Տավուշ,,,,Իջեվան քաղաք,10.1,,19.1,,,10.1/19.1,Գերեզմանոց,Հ,10-14 դդ.,,,,"30.12.2004, N 1929-Ն",Թաղումներ,Գերեզմանոց,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,19.2,,,10.1/19.2,Եկեղեցի սբ Սարգիս («Չարդախլու խաչ»),Հ,10 դ.,,կիսավեր է,,"30.12.2004, N 1929-Ն",Կրոնական,Եկեղեցի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,,19.2.1,,10.1/19.2.1,Խաչքար,Հ,13 դ.,եկեղեցու խորանում,"ստորին հատված, տեղափոխել են գերեզմանոցից",,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,,19.2.2,,10.1/19.2.2,Խաչքար,Հ,13-14 դդ.,"հենած է եկեղեցու հվ պատին, ներքուստ",տեղափոխել են գերեզմանոցից,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,20,,,,10.1/20,ԳՅՈՒՂԱՏԵՂԻ «ՍՊԻՏԱԿ ՋՈՒՐ»,Տ,17-18 դդ.,"քաղաքից 7 կմ հվ-ամ, «Սպիտակ ջուր» («Աղսու») վայրում","տարածքի մի մասը մելիորացված է, աե մասում՝ ժայռի տակից, բխում է հանքային ջրի աղբյուր",,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,20.1,,,10.1/20.1,Գերեզմանոց,Տ,17-18 դդ.,,,,"30.12.2004, N 1929-Ն",Թաղումներ,Գերեզմանոց,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,20.2,,,10.1/20.2,Հուշարձան Երկրորդ աշխարհամարտում զոհվածներին,Տ,1984 թ.,գյուղատեղիի աե մասում,կառուցել են Էդիլյաններն ու Բեկնազարյանները,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Հուշարձան,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,21,,,,10.1/21,ԳՅՈՒՂԱՏԵՂԻ «ՍՊԻՏԱԿԱԵՂՑԻ» («ԱԳԵՂՑԻ»),Տ,16-17 դդ.,"քաղաքից 8 կմ հվ-ամ, Աղստև գետի ձախ ափին, անտառի բացատում",ավերված է,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,21.1,,,10.1/21.1,Եկեղեցի,Տ,17 դ.,,ուրվագծվում են հիմքերը,,"30.12.2004, N 1929-Ն",Կրոնական,Եկեղեցի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,22,,,,10.1/22,ԳՅՈՒՂԱՏԵՂԻ «ՍՐԲԱՆԵՍ» (ՍԲ ՀՈՎՀԱՆՆԵՍ),Հ,10-13 դդ.,քաղաքից 1.5-2 կմ ամ,ավերված է,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,22.1,,,10.1/22.1,Եկեղեցի սբ Հովհաննես,Հ,13 դ.,,կիսավեր է,,"30.12.2004, N 1929-Ն",Կրոնական,Եկեղեցի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,,22.1.1,,10.1/22.1.1,Խաչքար,Տ,13 դ.,եկեղեցու ամ ճակատի մոտ,պարզունակ է,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,23,,,,10.1/23,ԳՅՈՒՂԱՏԵՂԻ «ՎԵՐԻՆ ԴԱՆԱՂՌԱՆ»,Հ,10-13 դդ.,"քաղաքից 20 կմ հվ-ամ, «Աղջկա բերդ» ամրոցից մոտ 5 կմ ամ","ավերված է, տեղի թևավոր արձանագիր խաչքարը 1996 թ. տեղափոխել են Ակնաղբյուր գյուղ",,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,23.1,,,10.1/23.1,Աղբյուր,Տ,10-13 դդ.,գյուղատեղիի աե մասում,ավերված է,,"30.12.2004, N 1929-Ն",Ինժեներական / Տնտեսական,Աղբյուր,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,23.2,,,10.1/23.2,Գերեզմանոց,Տ,10-13 դդ.,գյուղատեղիի հվ կողմում,,,"30.12.2004, N 1929-Ն",Թաղումներ,Գերեզմանոց,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,23.3,,,10.1/23.3,Եկեղեցի,Տ,10-13 դդ.,գյուղատեղիի աե կողմում,ավերված է,,"30.12.2004, N 1929-Ն",Կրոնական,Եկեղեցի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,23.4,,,10.1/23.4,Խաչքար,Տ,13 դ.,գյուղատեղիի աե կողմում,ջարդված է,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,24,,,,10.1/24,ԴԱՄԲԱՐԱՆԱԴԱՇՏ,Հ,Ք.ա. 2-1 հազ.,"քաղաքի հվ մասում, «Սպիտակ լճի» մոտ, Աղստև գետի աջ ափին",հայտնաբերվել է 2003 թ.,,"30.12.2004, N 1929-Ն",Թաղումներ,Դամբարանադաշտ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,25,,,,10.1/25,ԴԱՄԲԱՐԱՆԱԴԱՇՏ,Հ,Ք.ա. 2-1 հազ.,"քաղաքից 9 կմ հվ-ամ, «Աշոտ Երկաթ» ռեստորանից ոչ հեռու",ավերվել է ռեստորանի կառուցման ժամանակ,,"30.12.2004, N 1929-Ն",Թաղումներ,Դամբարանադաշտ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,26,,,,10.1/26,ԴԱՄԲԱՐԱՆԱԴԱՇՏ,Հ,Ք.ա. 2-1 հազ.,"քաղաքից 7 կմ հվ-ամ, «Աղսու» գյուղատեղիի հս մասում",,,"30.12.2004, N 1929-Ն",Թաղումներ,Դամբարանադաշտ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,27,,,,10.1/27,ԴԱՄԲԱՐԱՆԱԴԱՇՏ,Հ,Ք.ա. 2-1 հազ.,"քաղաքից 11 կմ հվ-ամ, երկաթգծի կամրջի մոտ",ավերվել է Իջևան-Դիլիջան երկաթգիծը կառուցելիս,,"30.12.2004, N 1929-Ն",Թաղումներ,Դամբարանադաշտ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,28,,,,10.1/28,ԴԻՏԱԿԵՏ-ԱՇՏԱՐԱԿ,Հ,10-13 դդ.,"«Աղջկա բերդ» ամրոցից 2-2.5 կմ հվ, «Ներքին Դանաղռան» գյուղատեղիի հվ եզրին, ձորի պռնկին",ավերված է,,"30.12.2004, N 1929-Ն",Հնագիտական,Դիտակետ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,29,,,,10.1/29,ԽԱՉՔԱՐ,Հ,13 դ.,"քաղաքից 4.5 կմ հվ-ամ, «Խաչի թալա» տանող ճանապարհի աջ կողմում, նորաշեն աղբյուրի հուշապատին ագուցված","փոքր է, տեղափոխել են «Խաչի թալա» գերեզմանոցից",,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,30,,,,10.1/30,ԽԱՉՔԱՐ,Հ,13 դ.,"քաղաքից 4.5 կմ հվ-ամ, «Խաչի թալա» տանող ճանապարհի աջ կողմում, նորաշեն աղբյուրի հուշապատին ագուցված","մեծ է, տեղափոխել են «Խաչի թալա» գերեզմանոցից",,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,31,,,,10.1/31,ԽԱՉՔԱՐ,Հ,13 դ.,"քաղաքից 4.5 կմ հվ-ամ, «Խաչի թալա» տանող ճանապարհի աջ կողմում, նորաշեն աղբյուրի հուշապատին ագուցված","փոքր է, տեղափոխել են «Խաչի թալա» գերեզմանոցից",,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,32,,,,10.1/32,ՀՈՒՇԱՐՁԱՆ «ԱՉՔ» (ԻՋԵՎԱՆ ՔԱՂԱՔԻ ՄՈՒՏՔԸ),Հ,1980-ական թթ.,Դիլիջան տանող մայրուղու եզրին` Իջևանի հվ-ամ կողմում,"քանդ.` Բ. Պետրոսյան, միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Հուշարձաններ,Հուշարձան,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,33,,,,10.1/33,ՀՈՒՇԱՐՁԱՆ «ՏԻԵԶԵՐՔԻ ԿԱԹԻԼ»,Հ,1980-ական թթ.,Դիլիջան տանող մայրուղու եզրին` Իջևանի մուտքի մոտ,"քանդ.` Բ. Պետրոսյան, միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Հուշարձաններ,Հուշարձան,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,34,,,,10.1/34,ՀՈՒՇԱՐՁԱՆ ԵՐԿՐՈՐԴ ԱՇԽԱՐՀԱՄԱՐՏՈՒՄ ԶՈՀՎԱԾՆԵՐԻՆ,Հ,1985 թ.,"քաղաքի աե մասում, Աղստև գետի աջափնյա բարձունքի վրա",ճարտ.՝ Յու. Բրեժնև,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Հուշարձան,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,35,,,,10.1/35,ՀՈՒՇԱՐՁԱՆ «ՄԱՅՐ ՀԱՅԱՍՏԱՆ»,Հ,1971 թ.,"քաղաքից հս, Գետահովիտ տանող ճանապարհին, «Ուտիք» ռեստորանի մոտ",հեղ.` Ս. Մեհրաբյան,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Հուշարձան,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,36,,,,10.1/36,ՀՈՒՇԱՀԱՄԱԼԻՐ ՄԵԾ ԵՂԵՌՆԻ ԶՈՀԵՐԻՆ,Հ,1980-ական թթ.,,քանդ. Բ. Պետրոսյան,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Հուշահամալիր,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,36.1,,,10.1/36.1,Քանդակ «Շնագայլերը հոշոտում են հրեշտակներին» (Սումգայիթի զոհերի հիշատակին),Հ,1990 թ.,,"քանդ.` Վ. Հովակիմյան (Երևան), միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,36.2,,,10.1/36.2,Քանդակ «Պատանի Դավիթ»,Հ,1987 թ.,,"քանդ.` Յու. Սամվելյան (Երևան), միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,37,,,,10.1/37,ՀՈՒՇԱՀԱՄԱԼԻՐ ՍՊԻՏԱԿԻ ԵՐԿՐԱՇԱՐԺԻ ԶՈՀԵՐԻՆ,Հ,1990 թ.,«Քանդակների զբոսայգու» սկզբնամասում` Սահմանադրության հրապարակում,,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Հուշահամալիր,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,37.1,,,10.1/37.1,Քանդակ «Ձեռք»,Հ,1990 թ.,,միջազգային սիմպոզիումի գործերից,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,37.2,,,10.1/37.2,Քանդակ «Մեր ավերված քաղաքներին ու գյուղերին»,Հ,1990 թ.,,"քանդ.` Մ. Լիշինսկի (Լեհաստան), միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,37.3,,,10.1/37.3,Քանդակ «Սպիտակին»,Հ,1990 թ.,,"քանդ.` Մ. Լիշինսկի, միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,38,,,,10.1/38,ՃԱՆԱՊԱՐՀ,Հ,10-19 դդ.,Խոլարքեր-Ղազումյանների աղբյուր-Լղոցի ձոր-Ծառատի ձոր հատվածում,"միջնադարյան քարավանային ճանապարհ է, նկատելի են հիմքերը",,"30.12.2004, N 1929-Ն",Ինժեներական / Տնտեսական,Կամուրջ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,38.1,,,10.1/38.1,Եկեղեցի,Հ,10-13 դդ.,«Տախտի քոլի» սարավանդի աե եզրին,ավերված է,,"30.12.2004, N 1929-Ն",Կրոնական,Եկեղեցի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,38.2,,,10.1/38.2,Պահակակետ,Հ,10-13 դդ.,Լղոցի ձորի երկու աղբյուրների միջակայքում,ավերված է,,"30.12.2004, N 1929-Ն",Ինժեներական / Տնտեսական,Աշտարակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,38.3,,,10.1/38.3,Քարավանատուն,Հ,10-13 դդ.,"«Տախտի քոլի» սարավանդին, ճանապարհի եզրին",ավերված է,,"30.12.2004, N 1929-Ն",Ինժեներական / Տնտեսական,Քարավանատուն,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,39,,,,10.1/39,ՇԵՆՔ` ՊԱՏՄՈՒԹՅԱՆ ԹԱՆԳԱՐԱՆԻ,Հ,1986 թ.,քաղաքի հվ-ամ եզրին,"ճարտ.` Տ. Սանդոյան, Հ. Թելումյան",,"30.12.2004, N 1929-Ն",Բնակելի / Շինություններ,Շենք / Շինություն,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,40,,,,10.1/40,ՎԱՆԱԿԱՆ ՀԱՄԱԼԻՐ,Հ,10-12 դդ.,"քաղաքից 15 կմ հվ-ամ, Աղստև գետի աջ ափին, Հովք գյուղից հվ-աե",ավերված է,,"30.12.2004, N 1929-Ն",Կրոնական,Վանական համալիր,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,40.1,,,10.1/40.1,Եկեղեցի,Հ,10-12 դդ.,,,,"30.12.2004, N 1929-Ն",Կրոնական,Եկեղեցի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,40.2,,,10.1/40.2,Եկեղեցի,Հ,10-12 դդ.,,,,"30.12.2004, N 1929-Ն",Կրոնական,Եկեղեցի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,40.3,,,10.1/40.3,Գավիթ,Հ,10-12 դդ.,,,,"30.12.2004, N 1929-Ն",Կրոնական,Գավիթ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,40.4,,,10.1/40.4,Գյուղատեղի,Հ,միջնադար,վանքից 300-350 մ ամ,նշմարվում են բնակելի շինությունների հետքերը,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,41,,,,10.1/41,ՎԱՆՔ ՍԲ ԱՆԴՐԵ (ՎԱՐԴԱՆ ԱՐԵՎԵԼՑՈՒ ՄԵՆԱՐԱՆ),Հ,12-13 դդ.,"քաղաքից 18-19 կմ հվ-ամ, «Աղջկա բերդ» ամրոցից 1.5 կմ ամ",ավերված է,,"30.12.2004, N 1929-Ն",Կրոնական,Վանական համալիր,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,41.1,,,10.1/41.1,Եկեղեցի,Հ,12-13 դդ.,,մեծ եկեղեցին է` կիսավեր,,"30.12.2004, N 1929-Ն",Կրոնական,Եկեղեցի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,41.2,,,10.1/41.2,Եկեղեցի,Հ,12-13 դդ.,,փոքր եկեղեցին է` կիսավեր,,"30.12.2004, N 1929-Ն",Կրոնական,Եկեղեցի,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,41.3,,,10.1/41.3,Կառույցներ օժանդակ,Հ,12-13 դդ.,,կացարաններ են` ավերված,,"30.12.2004, N 1929-Ն",Բնակելի / Շինություններ,Շենք / Շինություն,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,,41.4,,,10.1/41.4,Պարիսպ,,12-13 դդ.,,կիսավեր է,,"30.12.2004, N 1929-Ն",Ինժեներական / Տնտեսական,Պարիսպ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,42,,,,10.1/42,ՔԱՆԴԱԿ «ԱՌԱՏՈՒԹՅՈՒՆ»,Հ,1986 թ.,Անկախության փող.,"քանդ.` Ալ. Ջանջուղազյան, միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,43,,,,10.1/43,ՔԱՆԴԱԿ «ԱՐՑԱԽՅԱՆ ՄՈՏԻՎ»,Հ,1989 թ.,"քաղաքի հվ-ամ մասում, Իջևան-Դիլիջան մայրուղու վրա","քանդ.` Գ. Բաղդասարյան, միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,44,,,,10.1/44,ՔԱՆԴԱԿ «ԽԵՑԳԵՏԻՆ»,Տ,1991 թ.,«Սպիտակ լճի» ափին»,"քանդ.` Ս. Պողոսյան (Երևան), միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,45,,,,10.1/45,ՔԱՆԴԱԿ «ԽԵՑԳԵՏԻՆ»,Տ,1991 թ.,"«Սպիտակ լճի» ափին, հանգստյան տուն տանող ճանապարհին","քանդ.` Ռ. Արևշատյան (Երևան), միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,46,,,,10.1/46,ՔԱՆԴԱԿ «ԿԱՅՈՒՆՈՒԹՅՈՒՆ»,Տ,1990 թ.,«Սպիտակ լճի» ափին,"քանդ.` Գր. Բաղումյան, միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,47,,,,10.1/47,ՔԱՆԴԱԿ «ԿԱՊԱՆՔ»,Հ,1991 թ.,«Սպիտակ լճի» ափին,"քանդ.` Ռ. Արևշատյան (Երևան), միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,48,,,,10.1/48,ՔԱՆԴԱԿ «ՀԻՆ ԺԱՄԱՑՈՒՅՑ»,Հ,1990 թ.,"Դիլիջան-Իջևան մայրուղու վրա, քաղաքի հվ-ամ կողմում, գինու գործարանի մոտ","քանդ.` Հ. Գալստյան (Երևան), միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,49,,,,10.1/49,ՔԱՆԴԱԿ «ՁՈՆ ԱՇԽԱՏԱՆՔԻՆ»,Հ,1985 թ.,"Երկրագիտական թանգարանի շենքի մուտքի մոտ, Եղեռնի հւշահամալիրից 100 մ հեռու","քանդ.` Գ. Բաղդասարյան, միջազգային սիմպոզիումի գործերից",,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Իջեվան քաղաք,10.1,50,,,,10.1/50,ՔԱՆԴԱԿ «ՄԱՐԻԱ ՅԱԿՈԲՍՈՆ»,Հ,1980-ական թթ.,Երևանի պետական համալսարանի Իջևանի մասնաճյուղի շենքի դիմաց,քանդ.` Ա. Շիրազ,,"30.12.2004, N 1929-Ն",Արվեստ,Քանդակ,,,
Տավուշ,,,,Բերդ քաղաք,10.2,1,,,,10.2/1,ԱՄՐՈՑ «ԲԵՐԴ»,Հ,Ք.ա.1 հազ.,"քաղաքի հվ-աե եզրին, զբոսայգու տարածքում",պահպանվել են մնացորդները,,"30.12.2004, N 1929-Ն",Հնագիտական,Ամրոց,,,
Տավուշ,,,,Բերդ քաղաք,10.2,,1.1,,,10.2/1.1,Դամբարանադաշտ,Հ,Ք.ա. 1 հազ. (Ք.ա. 5-4 դդ.),ամրոցի մոտ,,,"30.12.2004, N 1929-Ն",Թաղումներ,Դամբարանադաշտ,,,
Տավուշ,,,,Բերդ քաղաք,10.2,,1.2,,,10.2/1.2,Խաչքար Արցախի ազատամարտին,Տ,1990-ական թթ.,,,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Բերդ քաղաք,10.2,2,,,,10.2/2,ԱՄՐՈՑ «ՏԱՎՈՒՇ» («ԹՈՎՈՒԶ ՂԱԼԱ»),Հ,10-14 դդ.,"քաղաքի հվ-աե եզրին, Տավուշ գետի աջ ափին",,,"30.12.2004, N 1929-Ն",Հնագիտական,Ամրոց,,,
Տավուշ,,,,Բերդ քաղաք,10.2,3,,,,10.2/3,ԲՆԱԿԵԼԻ ՏՈՒՆ,Տ,19 դ.,"քաղաքի կենտրոնում, քաղաքապետարանի շենքի մոտ",,,"30.12.2004, N 1929-Ն",Բնակելի / Շինություններ,Բնակելի տուն,,,
Տավուշ,,,,Բերդ քաղաք,10.2,4,,,,10.2/4,ԳԵՐԵԶՄԱՆՈՑ,Տ,10-19 դդ.,"քաղաքի մեջ, Երկրորդ աշխարհամարտում զոհվածների հուշարձանի մոտ",կիսավեր Է,,"30.12.2004, N 1929-Ն",Թաղումներ,Գերեզմանոց,,,
Տավուշ,,,,Բերդ քաղաք,10.2,,4.1,,,10.2/4.1,Խաչքար,Տ,10 դ.,,ընկած է գետնին,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Բերդ քաղաք,10.2,,4.2,,,10.2/4.2,Խաչքար,Հ,1651 թ.,,կանգնեցված է գետնի վրա,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Բերդ քաղաք,10.2,,4.3,,,10.2/4.3,Տապանաքար Անանիա վարդապետի,Տ,1891 թ.,,"ուղղանկյունաձև, քանդակազարդ",,"30.12.2004, N 1929-Ն",Հուշարձաններ,Տապանաքար,,,
Տավուշ,,,,Բերդ քաղաք,10.2,5,,,,10.2/5,ԳԵՐԵԶՄԱՆՈՑ,Տ,13-20 դդ.,"քաղաքի հս-աե մասում, ճանապարհի ձախ կողմում",միջնադարյան հատվածն ավերված է,,"30.12.2004, N 1929-Ն",Թաղումներ,Գերեզմանոց,,,
Տավուշ,,,,Բերդ քաղաք,10.2,,5.1,,,10.2/5.1,Խաչքար,Հ,13 դ.,,երկատված է,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Բերդ քաղաք,10.2,,5.2,,,10.2/5.2,Մատուռ,Տ,13 դ.,,ավերված է,,"30.12.2004, N 1929-Ն",Կրոնական,Մատուռ,,,
Տավուշ,,,,Բերդ քաղաք,10.2,6,,,,10.2/6,ԳԵՐԵԶՄԱՆՈՑ,Տ,19-20 դդ.,"քաղաքից 2 կմ աե, ճանապարհի եզրին, Տավուշը Ռուսաստանին միացնելու 175-ամյակի հուշարձանի մոտ",պահպանվել են մի քանի տապանաքարեր,,"30.12.2004, N 1929-Ն",Թաղումներ,Գերեզմանոց,,,
Տավուշ,,,,Բերդ քաղաք,10.2,7,,,,10.2/7,ԳՅՈՒՂԱՏԵՂԻ «ՀԻՆ ԲԵՐԴ»,Հ,9-16 դդ.,"քաղաքից 1.5 կմ հվ-աե, գետի աջ ափին",ավերված է,,"30.12.2004, N 1929-Ն",Հնագիտական,Գյուղատեղի,,,
Տավուշ,,,,Բերդ քաղաք,10.2,,7.1,,,10.2/7.1,Գերեզմանոց,Հ,9-16 դդ.,,դամբարանադաշտի տարածքում է,,"30.12.2004, N 1929-Ն",Թաղումներ,Գերեզմանոց,,,
Տավուշ,,,,Բերդ քաղաք,10.2,,,7.1.1,,10.2/7.1.1,Խաչքար,Տ,12-13 դդ.,,,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Բերդ քաղաք,10.2,,,7.1.2,,10.2/7.1.2,Խաչքար,Տ,13 դ.,,"արձանագիր է, կանգնեցված է գետնի վրա",,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
Տավուշ,,,,Բերդ քաղաք,10.2,,7.2,,,10.2/7.2,Խաչքար,Տ,12-13 դդ.,գյուղատեղի տանող ճանապարհի ձախ եզրին,ժայռախաչ է,,"30.12.2004, N 1929-Ն",Հուշարձաններ,Խաչքար,,,
